Key,Value
O-XO--X--,0.48636021600000007
O-XOX-O-X,0
O-X-X-O-X,0.1253602380952381
O---X-O-X,0.17613459731543626
-XXXXOO-O,0.00045454545454545465
-XX-XOO-O,0.5739260869565218
-XX-XO--O,0.5660257831325302
--X-XO--O,0.4399414967320262
XXOXOOOX-,0
XXOX-OOX-,0
-XOX-OOX-,0.33964150943396226
-XOX-O-X-,0.1274179775280899
-XO--O-X-,0.35100015972222226
-X---O-X-,0.3365381007371008
XOX-XXOOO,0
XOX-XXOO-,0.0004871794871794873
XO--XXOO-,0.5161941176470588
X---XXOO-,0.2900017283950617
X----XOO-,0.24300015686274512
-----X-O-,0.23004813821377337
XXOOOXXXO,0.1
XXOOOX-XO,0.010000000000000002
XXOOOX-X-,0.00050561797752809
XXOOO--X-,4.6875000000000015e-05
XX-OO--X-,0.10946256756756757
X--OO--X-,0.10720627205882355
XXXOOXO--,1
-XXOOXO--,0.65456
-XXO-XO--,0.30506558441558446
--XO-XO--,0.341557631147541
XOOX--XXO,1
XOO---XXO,0.360045
XOO---XX-,0.46108000000000005
XOO----X-,0.2021601848739496
X-O----X-,0.1581142236486487
OXO-OXXXO,0
-XO-OXXXO,0.0004827586206896553
-XO-OXX-O,6.52777777777778e-05
-X--OXX-O,4.666666666666669e-06
OOOXOXX-X,0
OO-XOXX-X,0
OO-XOXX--,0
OO-X-XX--,0.09969384615384616
OO---XX--,0.2551501642857143
-O---XX--,0.21455406421800952
-O---X---,0.22625671073888098
XX-OX-OXO,1
XX-OX-O-O,0.612016
XX--X-O-O,0.37084349397590366
X---X-O-O,0.17328724590163935
X---X-O--,0.3650413653465347
-XOXOX-O-,6.875000000000002e-05
-XOX-X-O-,0.16953988372093023
-XOX---O-,0.12432616279069769
-XOX-----,0.1003260087378641
XO-OOXXOX,0
X--OOXXOX,0.00043434343434343444
---OOXXOX,0.2278974683544304
----OXXOX,0.1729250561797753
----OXXO-,0.13202396850393702
OOOOXX-XX,0
OO-OXX-XX,0
OO-OX--XX,0.3169154929577465
OO--X--XX,0.09529682352941177
OX-XXOOX-,1
OX-X-OOX-,0.2803967213114754
OX-X-O-X-,0.18489565217391304
-X-X-O---,0.11900625513126493
---X-O---,0.16520767705099781
XXOX-O--O,0
XX-X-O--O,0.39308867647058826
-X-X-O--O,0.127286
XXXOXO--O,1
-XXOXO--O,0.9
XOXOXOXOX,0.1
XOXO-OXOX,0.010000000000000002
XOXO-OX-X,0.000511904761904762
XO-O-OX-X,0.5606770491803279
XO---OX-X,0.5154556060606061
XO---OX--,0.5135627083333334
XO----X--,0.34390821611253203
-OOXOXXOX,0
-OOXOXX-X,0
-OOXO-X-X,0.7163265306122449
-OOX--X-X,0.3003379775280899
-OOX----X,0.22588752112676058
X-XOXXOOO,0
X-XOXX-OO,0.0005454545454545456
X-XOX--OO,0.5250166666666667
X-X-X--OO,0.2900012345679013
X---X--OO,0.24135840540540543
X---X---O,0.17357147063492068
XXX-OX-OO,1
X-X-OX-OO,0.33914347826086955
X-X-OX--O,0.22179035714285716
X-X-O---O,0.4092737697841727
OXXOXOXXO,0.1
OXXO-OXXO,0.010000000000000002
OXXO--XXO,0.0003658536585365855
OX-O--XXO,0.2656032786885246
OX-O--XX-,0.31154169230769235
O--O--XX-,0.46791451428571434
---O--XX-,0.30295388262108264
OOXXXXOXO,0.1
OOXXX-OXO,0.010000000000000002
OOXXX--XO,0.0010000000000000002
OOX-X--XO,0.255477027027027
OOX-X--X-,0.20852099009900993
OOX----X-,0.2132454217687075
-OX----X-,0.14035135412371136
OXOXXXXOO,0.1
OXOX-XXOO,0.010000000000000002
OXOX-XX-O,0.0005000000000000001
OXOX-X--O,0.2543739130434783
-XOX-X--O,0.17113014084507044
-XO--X--O,0.13776433858267717
-X---X--O,0.09326113391521199
XOOXOXXXO,0.1
-OOXOXXXO,0.010000000000000002
-OOX--XXO,0.24001666666666668
-OOX--XX-,0.3806031325301205
-OOX--X--,0.43983210687022906
--OX--X--,0.30756919430051816
X-OX-O-XO,0
X-OX-O-X-,0.11408704225352113
X-OX-O---,0.3821089057971015
X--X-O---,0.3336174459102903
XOXX-OOOX,0.010000000000000002
XOXX-O-OX,0.0005581395348837211
XOXX-O-O-,0.37063333333333337
XOXX-O---,0.27000634920634925
XO-X-O---,0.4283186272727273
XXOO-XXOO,0.010000000000000002
XXOO-XXO-,0.0010000000000000002
X-OO-XXO-,0.00010000000000000003
X-OO-XX--,1.0000000000000004e-05
--OO-XX--,0.07541464655172415
--OXXXO--,1
--O-XXO--,0.5198742362204725
----XXO--,0.339774827296588
OXXXO---O,0
-XXXO---O,0.253736265060241
-X-XO----,0.08435575476190478
OOXXXX-O-,1
OOXX-X-O-,0.6500037037037038
OOXX-X---,0.4050029411764706
OOX--X---,0.46963662121212124
-OX--X---,0.34916487630208337
O---O-XXX,1
O---O-X-X,0.38827695035460996
O-----X-X,0.29041666675062977
O-OX-XOXX,0
O-OX--OXX,3.0909090909090916e-05
O--X--OXX,6.617647058823532e-06
O--X--O-X,0.1041434761904762
O--X----X,0.12535911215880896
O-OXXXO-X,1
O-OXX-O-X,0.27799411764705884
O--XX-O-X,0.18265392156862748
O--XX-O--,0.3385844379562044
---XX-O--,0.3127787631205674
XXXXOOOOX,0.1
XX-XOOOOX,0.010000000000000002
XX-XO-OOX,0.0005000000000000001
-X-XO-OOX,6.231884057971016e-05
-X-X--OOX,8.068181818181822e-06
-X----OOX,0.18505445384615388
